Country,Gender,Trust_Index
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,Medium trust
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,No score
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Male,High trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Male,No score
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Male,No score
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Female,Low trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,Low trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Female,High trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,No score
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Female,No score
Guinea,Male,No score
Guinea,Female,High trust
Guinea,Male,No score
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,No score
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Female,Medium trust
Guinea,Female,No score
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,High trust
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,Low trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Female,Medium trust
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Female,No score
Guinea,Female,No score
Guinea,Male,No score
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,No score
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,Low trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,Low trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,No score
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Female,No score
Guinea,Female,Medium trust
Guinea,Female,Low trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,High trust
Guinea,Female,Low trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,High trust
Guinea,Female,High trust
Guinea,Female,High trust
Guinea,Male,No score
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Female,Low trust
Guinea,Female,No score
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,Low trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,High trust
Guinea,Male,Low trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,No score
Guinea,Male,Low trust
Guinea,Male,High trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Female,High trust
Guinea,Female,Medium trust
Guinea,Male,Low trust
Guinea,Male,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Guinea,Male,Medium trust
Guinea,Female,Low trust
Guinea,Female,Medium trust
Guinea,Female,Medium trust
Guinea,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,No score
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Female,No score
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,High trust
Haiti,Female,No score
Haiti,Male,No score
Haiti,Female,No score
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Male,No score
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Male,No score
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,No score
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Female,High trust
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Male,Low trust
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,No score
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Male,High trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,No score
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,High trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Female,High trust
Haiti,Female,Low trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,High trust
Haiti,Female,High trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Male,No score
Haiti,Male,No score
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,No score
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,No score
Haiti,Male,Low trust
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,No score
Haiti,Male,No score
Haiti,Female,No score
Haiti,Female,No score
Haiti,Female,No score
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,No score
Haiti,Female,No score
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,High trust
Haiti,Male,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Female,Low trust
Haiti,Female,No score
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Male,No score
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,No score
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Female,No score
Haiti,Female,No score
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,No score
Haiti,Male,Medium trust
